iter	RMSE
0	0.2038821007
1	0.1931718832
2	0.1826321797
3	0.172793078
4	0.1636006961
5	0.1556730125
6	0.1474858656
7	0.139234289
8	0.1317350444
9	0.1247824599
10	0.118032653
11	0.1115303107
12	0.1058351219
13	0.09999031988
14	0.09488398166
15	0.08983181043
16	0.08525317682
17	0.08077902061
18	0.07650927943
19	0.0722637862
20	0.06844502669
21	0.06472257951
22	0.06115549323
23	0.05813346145
24	0.05500420483
25	0.05217605988
26	0.04958351206
27	0.04689096461
28	0.04436636443
29	0.04198433532
30	0.03971621518
31	0.0378205132
32	0.0358247938
33	0.03394795162
34	0.03214802837
35	0.03056452776
36	0.0290352416
37	0.02757158817
38	0.02621711663
39	0.02489798682
40	0.02364148077
41	0.02249653783
42	0.02143876984
43	0.02044272511
44	0.01953008916
45	0.01861375671
46	0.01775645394
47	0.01698984345
48	0.01622556069
49	0.01548893283
50	0.01482643199
51	0.01414018719
52	0.01354244158
53	0.01297510083
54	0.01238659474
55	0.01184021681
56	0.01135673879
57	0.01088792009
58	0.01049305123
59	0.01007457373
60	0.009750100318
61	0.00936050385
62	0.008981644901
63	0.008623925064
64	0.00831348774
65	0.007995228818
66	0.007731653471
67	0.007447210597
68	0.007201871193
69	0.00696806752
70	0.006736051116
71	0.00657226036
72	0.006363484503
73	0.006160021488
74	0.005980177249
75	0.005800737649
76	0.005649184165
77	0.005507045669
78	0.005370972435
79	0.005257180182
80	0.005133968673
81	0.005016663482
82	0.004908558214
83	0.004812069626
84	0.004723722166
85	0.004622802337
86	0.004551736403
87	0.004457675025
88	0.004391440304
89	0.004304718101
90	0.0042331151
91	0.004158484727
92	0.004085001423
93	0.004022322507
94	0.003977569096
95	0.003920918064
96	0.0038583692
97	0.003814998666
98	0.00375398967
99	0.003700733055
100	0.003647254598
101	0.003599327434
102	0.003539622345
103	0.003500789569
104	0.003458037026
105	0.003415217119
106	0.003385372866
107	0.0033460967
108	0.003295694766
109	0.003267836927
110	0.003230679155
111	0.003197878996
112	0.003159188642
113	0.003129707527
114	0.003097760855
115	0.003073723755
116	0.003044264945
117	0.003013861264
118	0.002984294545
119	0.002954663894
120	0.002933514069
121	0.002908971336
122	0.002880831208
123	0.002849854997
124	0.002825363824
125	0.002805879217
126	0.002800019875
127	0.002776564403
128	0.002755249172
129	0.002730631405
130	0.002704638197
131	0.002684629499
132	0.002664698081
133	0.002646214203
134	0.002634170484
135	0.00261969953
136	0.002601319491
137	0.002583323956
138	0.002563102556
139	0.002553069428
140	0.002535993198
141	0.002519887459
142	0.002503126115
143	0.002490810159
144	0.002486990907
145	0.002470451531
146	0.002458319041
147	0.002444236878
148	0.002425584922
149	0.002421835397
150	0.002407850799
151	0.002394364932
152	0.002374437871
153	0.0023606116
154	0.002347424124
155	0.00233341498
156	0.002316872135
157	0.0023036682
158	0.002292548967
159	0.002278624331
160	0.002268446261
161	0.002263680438
162	0.002258360089
163	0.002247626486
164	0.002237209341
165	0.002224828303
166	0.002210087607
167	0.002200700833
168	0.002193439968
169	0.002183269615
170	0.002173959106
171	0.002170257458
172	0.002157670197
173	0.002144387505
174	0.002132725051
175	0.00212076321
176	0.002108993446
177	0.002093971669
178	0.002085307807
179	0.002074548251
180	0.002066136515
181	0.002056230516
182	0.002050668061
183	0.002043126437
184	0.002034238818
185	0.002026389335
186	0.002016818229
187	0.002013978569
188	0.002002782496
189	0.001997250195
190	0.001986504548
191	0.001976105996
192	0.001966237958
193	0.001957920879
194	0.001949069169
195	0.001939514797
196	0.00193151931
197	0.001925454152
198	0.001916565279
199	0.001913351198
200	0.001905412187
201	0.00189887482
202	0.001888949246
203	0.001882262505
204	0.001875466758
205	0.00186930296
206	0.001860925892
207	0.001852591029
208	0.001845157939
209	0.00183695888
210	0.001828676004
211	0.001821599387
212	0.0018095463
213	0.001802779218
214	0.001796761911
215	0.001789420646
216	0.001784103312
217	0.001777339088
218	0.001765861781
219	0.001758271571
220	0.001751487499
221	0.001746645987
222	0.001741114775
223	0.001734634226
224	0.001727623079
225	0.001719648812
226	0.001711361809
227	0.001703602752
228	0.001697063312
229	0.00169199055
230	0.001686254386
231	0.001680505249
232	0.001673229674
233	0.001667920193
234	0.001661142552
235	0.001657312242
236	0.001651566879
237	0.00164584304
238	0.001633609022
239	0.001628252404
240	0.001623225706
241	0.001616606359
242	0.001610734285
243	0.001601779905
244	0.001596012206
245	0.001592345597
246	0.001587938652
247	0.001579674035
248	0.001574857095
249	0.001569762821
250	0.001561275946
251	0.001555824236
252	0.001551678101
253	0.001541041732
254	0.001535950165
255	0.001532057602
256	0.001527180334
257	0.001521645594
258	0.001515803404
259	0.001504802798
260	0.001499999606
261	0.001495030309
262	0.001492491626
263	0.001475463504
264	0.001465781791
265	0.001461189764
266	0.001457770892
267	0.00144544019
268	0.001440725736
269	0.001436901007
270	0.001433288731
271	0.001428993187
272	0.001422558528
273	0.001419034941
274	0.001405003463
275	0.001397008885
276	0.001392693441
277	0.001384900434
278	0.001381625556
279	0.001374397893
280	0.001370912163
281	0.001366629338
282	0.001361919327
283	0.001356775941
284	0.001352954522
285	0.001349132187
286	0.001345084209
287	0.00134309096
288	0.001339028964
289	0.001334821646
290	0.001324511957
291	0.001319555655
292	0.001317585192
293	0.001314674213
294	0.00131350165
295	0.001310733216
296	0.001306241479
297	0.001297588268
298	0.001293889825
299	0.001291416774
300	0.001287938151
301	0.001284299118
302	0.001276044714
303	0.001262730883
304	0.001255914179
305	0.001251703484
306	0.001247944644
307	0.001244572724
308	0.001240689331
309	0.001237135601
310	0.001233439189
311	0.001230086976
312	0.001226485795
313	0.001223328298
314	0.001220357003
315	0.001217001992
316	0.00120828151
317	0.001203506928
318	0.001200064663
319	0.00119747045
320	0.001189702048
321	0.00118614517
322	0.001180456624
323	0.001177639189
324	0.00117484715
325	0.001172583425
326	0.001168596553
327	0.001163033116
328	0.00115532375
329	0.001153831796
330	0.001150094101
331	0.00114801063
332	0.001144914664
333	0.001140951489
334	0.001137487388
335	0.001135161615
336	0.001133183877
337	0.00112535277
338	0.001123664964
339	0.001121183017
340	0.001118630524
341	0.001112034664
342	0.001109261364
343	0.001106710546
344	0.001098467652
345	0.001095874479
346	0.001090366767
347	0.001089129031
348	0.001082064665
349	0.00107828532
350	0.001076030903
351	0.001074273809
352	0.001071927213
353	0.001069508914
354	0.001063668002
355	0.001061831387
356	0.001060331456
357	0.001055025092
358	0.001051984803
359	0.001049771292
360	0.001047781887
361	0.001043447045
362	0.001041263526
363	0.001037438652
364	0.001036832788
365	0.001033935894
366	0.001026784566
367	0.001024729298
368	0.001022697598
369	0.001020801262
370	0.001015771165
371	0.001013964827
372	0.001011500287
373	0.001009840271
374	0.001007059754
375	0.001005153739
376	0.00100039448
377	0.0009988704395
378	0.0009918011162
379	0.0009902025936
380	0.0009841961628
381	0.0009801129227
382	0.0009784497566
383	0.0009757083917
384	0.000974308761
385	0.0009717747555
386	0.0009689953115
387	0.0009632128161
388	0.0009606850725
389	0.0009586976648
390	0.0009569771638
391	0.0009564479382
392	0.0009518075948
393	0.0009482787429
394	0.0009437202694
395	0.0009412905307
396	0.000936727794
397	0.0009314896925
398	0.0009309861771
399	0.0009289728661
400	0.0009275534745
401	0.0009201908017
402	0.0009182408514
403	0.0009155622768
404	0.000913958038
405	0.0009075265488
406	0.0009055562619
407	0.0009025652751
408	0.0008963989779
409	0.0008926522721
